#NAME?,"Sorry, the query is too large to fit into the Excel cell. You will not be able to update your table with the .Stat Populator.",,,,,,,,
Country,Time,Product,Sector,Total tax (USD/unit),Total price (USD/unit),Total tax (USD/toe NCV),Total price (USD/toe NCV),Total tax (USD/unit using PPP),Total price (USD/unit using PPP)
,,Premium unleaded 98 RON (litre),Industry,..,..,..,..,..,..
,,,Households,0.622318,1.070815,775.473641,1334.349471,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium unleaded 95 RON (litre),Industry,..,..,..,..,..,..
,,,Households,0.607296,0.978541,756.755311,1219.365449,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Regular unleaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Households,0.604077,0.959227,752.744241,1195.299025,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium leaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Households,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Regular leaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Households,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Liquefied petroleum gas (litre),,..,..,..,..,..,..
,,Natural gas (MWh),Households,12.109881,47.303661,156.486715,611.268976,..,..
,,Steam coal (tonne),Industry,0,81.38412,0,118.119187,..,..
,,,Households,61.190987,367.167382,91.058017,546.380033,..,..
,,,Electricity generation,0,60.82618,0,92.035376,..,..
,,Coking coal (tonne),Households,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Electricity (MWh),Households,45.600858,144.957082,530.242539,1685.54746,..,..
,,,Electricity generation,..,..,..,..,..,..
,Q2-2003,High sulphur fuel oil (tonne),Households,..,..,..,..,..,..
,,,Electricity generation,8.75,143.236492,9.114583,149.204679,..,..
,,Low sulphur fuel oil (tonne),Industry,41.295455,208.321966,43.016098,217.002048,..,..
,,,Households,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Light fuel oil (1000 litres),Industry,87.659091,325.272727,100.827112,374.134722,..,..
,,,Households,157.784091,420.738636,181.486187,483.941381,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Automotive diesel (litre),Industry,0.329545,0.634091,379.049292,729.343121,..,..
,,,Households,0.465909,0.817045,535.897275,939.780831,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium unleaded 98 RON (litre),Industry,..,..,..,..,..,..
,,,Households,0.651136,1.078409,811.384877,1343.811951,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium unleaded 95 RON (litre),Industry,..,..,..,..,..,..
,,,Households,0.636364,0.988636,792.976494,1231.945624,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Regular unleaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Households,0.632955,0.965909,788.728406,1203.625035,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium leaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Households,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Regular leaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Households,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Liquefied petroleum gas (litre),,..,..,..,..,..,..
,,Natural gas (MWh),Households,12.951917,50.85759,167.367703,657.193676,..,..
,,Steam coal (tonne),Industry,0,85,0,123.367199,..,..
,,,Households,63.022727,378.147727,93.78382,562.719832,..,..
,,,Electricity generation,0,63.534091,0,96.132684,..,..
,,Coking coal (tonne),Households,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Electricity (MWh),Households,48.295455,153.522727,561.575053,1785.147992,..,..
,,,Electricity generation,..,..,..,..,..,..
,Q3-2003,High sulphur fuel oil (tonne),Households,..,..,..,..,..,..
,,,Electricity generation,8.671171,137.1047,9.03247,142.817396,..,..
,,Low sulphur fuel oil (tonne),Industry,40.923423,221.351351,42.628566,230.574324,..,..
,,,Households,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Light fuel oil (1000 litres),Industry,86.869369,331.655405,99.918759,381.476197,..,..
,,,Households,157.083333,421.272523,180.680163,484.555466,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Automotive diesel (litre),Industry,0.326577,0.627252,375.634434,721.477171,..,..
,,,Households,0.459459,0.798423,528.478789,918.361426,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium unleaded 98 RON (litre),Industry,..,..,..,..,..,..
,,,Households,0.646396,1.073198,805.478376,1337.318627,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium unleaded 95 RON (litre),Industry,..,..,..,..,..,..
,,,Households,0.631757,0.98536,787.235834,1227.863377,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Regular unleaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Households,0.628378,0.963964,783.026017,1201.201201,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium leaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Households,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Regular leaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Households,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Liquefied petroleum gas (litre),,..,..,..,..,..,..
,,Natural gas (MWh),Households,13.001462,51.396785,168.007931,664.161281,..,..
,,Steam coal (tonne),Industry,0,85.878378,0,124.642059,..,..
,,,Households,62.488739,374.954955,92.989195,557.968683,..,..
,,,Electricity generation,0,64.189189,0,97.123906,..,..
,,Coking coal (tonne),Households,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Electricity (MWh),Households,47.747748,151.238739,555.206369,1758.589985,..,..
,,,Electricity generation,..,..,..,..,..,..
,Q4-2003,High sulphur fuel oil (tonne),Households,..,..,..,..,..,..
,,,Electricity generation,9.166667,144.560626,9.548611,150.583986,..,..
,,Low sulphur fuel oil (tonne),Industry,43.261905,221.571429,45.064484,230.803571,..,..
,,,Households,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Light fuel oil (1000 litres),Industry,91.833333,361.035714,105.628403,415.269973,..,..
,,,Households,168.869048,462.202381,194.23631,531.633749,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Automotive diesel (litre),Industry,0.345238,0.682143,397.099258,784.613362,..,..
,,,Households,0.486905,0.847619,560.046885,974.947145,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium unleaded 98 RON (litre),Industry,..,..,..,..,..,..
,,,Households,0.680952,1.119048,848.538792,1394.451862,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium unleaded 95 RON (litre),Industry,..,..,..,..,..,..
,,,Households,0.665476,1.028571,829.25382,1281.708945,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Regular unleaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Households,0.661905,1.007143,824.803442,1255.006676,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium leaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Households,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Regular leaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Households,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Liquefied petroleum gas (litre),,..,..,..,..,..,..
,,Natural gas (MWh),Households,13.675686,53.921443,176.720411,696.785502,..,..
,,Steam coal (tonne),Industry,0,93.380952,0,135.531136,..,..
,,,Households,68.261905,409.595238,101.580215,609.516723,..,..
,,,Electricity generation,0,69.797619,0,105.609955,..,..
,,Coking coal (tonne),Households,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Electricity (MWh),Industry,22.619048,84.642857,263.012182,984.219269,..,..
,,,Households,50.47619,159.880952,586.932447,1859.080842,..,..
,,,Electricity generation,..,..,..,..,..,..
,Q1-2004,High sulphur fuel oil (tonne),Households,..,..,..,..,..,..
,,,Electricity generation,9.625,148.594145,10.026042,154.785568,..,..
,,Low sulphur fuel oil (tonne),Industry,75,248.9375,78.125,259.309896,..,..
,,,Households,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Light fuel oil (1000 litres),Industry,132.675,386.717939,152.605245,444.810143,..,..
,,,Households,220.4375,526.5625,253.5513,605.661951,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Automotive diesel (litre),Industry,0.3875,0.686491,445.709685,789.614964,..,..
,,,Households,0.5425,0.9275,623.993559,1066.827697,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium unleaded 98 RON (litre),Industry,..,..,..,..,..,..
,,,Households,0.7325,1.20625,912.772586,1503.115265,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium unleaded 95 RON (litre),Industry,..,..,..,..,..,..
,,,Households,0.715,1.105,890.965732,1376.94704,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Regular unleaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Households,0.7125,1.085,887.850467,1352.024922,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium leaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Households,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Regular leaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Households,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Liquefied petroleum gas (litre),,..,..,..,..,..,..
,,Natural gas (MWh),Households,17.350149,59.385433,224.202682,767.392455,..,..
,,Steam coal (tonne),Industry,62.5,171.807338,90.711176,249.357529,..,..
,,,Households,143.9,488.4,214.136905,726.785714,..,..
,,,Electricity generation,0,83.463481,0,126.28761,..,..
,,Coking coal (tonne),Households,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Electricity (MWh),Industry,25,96.375,290.697674,1120.639535,..,..
,,,Households,54.5,177.125,633.72093,2059.593023,..,..
,,,Electricity generation,..,..,..,..,..,..
,Q2-2004,High sulphur fuel oil (tonne),Households,..,..,..,..,..,..
,,,Electricity generation,9.277108,149.344373,9.663655,155.567056,..,..
,,Low sulphur fuel oil (tonne),Industry,72.289157,261.686747,75.301205,272.590361,..,..
,,,Households,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Light fuel oil (1000 litres),Industry,127.879518,404.789034,147.089393,465.595852,..,..
,,,Households,218.180723,541.795181,250.955513,623.182863,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Automotive diesel (litre),Industry,0.373494,0.706381,429.599696,812.492205,..,..
,,,Households,0.531325,0.949398,611.140213,1092.014712,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium unleaded 98 RON (litre),Industry,..,..,..,..,..,..
,,,Households,0.721687,1.256627,899.298127,1565.889727,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium unleaded 95 RON (litre),Industry,..,..,..,..,..,..
,,,Households,0.704819,1.155422,878.279473,1439.777803,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Regular unleaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Households,0.701205,1.13494,873.775476,1414.255151,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium leaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Households,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Regular leaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Households,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Liquefied petroleum gas (litre),,..,..,..,..,..,..
,,Natural gas (MWh),Households,16.718216,57.210055,216.036695,739.281723,..,..
,,Steam coal (tonne),Industry,60.240964,161.499652,87.432458,234.397172,..,..
,,,Households,138.929719,472.13253,206.740654,702.57817,..,..
,,,Electricity generation,0,77.317798,0,116.988648,..,..
,,Coking coal (tonne),Households,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Electricity (MWh),Industry,24.096386,92.891566,280.19053,1080.134491,..,..
,,,Households,52.53012,170.722892,610.815354,1985.149902,..,..
,,,Electricity generation,..,..,..,..,..,..
,Q3-2004,High sulphur fuel oil (tonne),Households,..,..,..,..,..,..
,,,Electricity generation,9.413203,155.468895,9.80542,161.946765,..,..
,,Low sulphur fuel oil (tonne),Industry,73.349633,266.341076,76.405868,277.438621,..,..
,,,Households,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Light fuel oil (1000 litres),Industry,129.755501,443.232104,149.247183,509.813784,..,..
,,,Households,230.378973,603.728606,264.986166,694.419837,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Automotive diesel (litre),Industry,0.378973,0.759214,435.901892,873.261947,..,..
,,,Households,0.546455,1.003667,628.542406,1154.436947,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium unleaded 98 RON (litre),Industry,..,..,..,..,..,..
,,,Households,0.734719,1.292176,915.537478,1610.188211,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium unleaded 95 RON (litre),Industry,..,..,..,..,..,..
,,,Households,0.717604,1.189487,894.210482,1482.226234,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Regular unleaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Households,0.713936,1.168704,889.640412,1456.329167,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium leaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Households,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Regular leaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Households,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Liquefied petroleum gas (litre),,..,..,..,..,..,..
,,Natural gas (MWh),Households,16.931414,57.856984,218.791699,747.641487,..,..
,,Steam coal (tonne),Industry,61.124694,162.834528,88.715086,236.334584,..,..
,,,Households,139.8207,472.176039,208.066519,702.642915,..,..
,,,Electricity generation,0,77.662278,0,117.509877,..,..
,,Coking coal (tonne),Households,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Electricity (MWh),Industry,24.449878,94.254279,284.300904,1095.979985,..,..
,,,Households,54.645477,174.572127,635.412521,2029.908455,..,..
,,,Electricity generation,..,..,..,..,..,..
,Q4-2004,High sulphur fuel oil (tonne),Households,..,..,..,..,..,..
,,,Electricity generation,9.974093,160.317856,10.38968,166.997767,..,..
,,Low sulphur fuel oil (tonne),Industry,77.720207,287.283679,80.958549,299.253832,..,..
,,,Households,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Light fuel oil (1000 litres),Industry,137.487047,494.551644,158.14015,568.84247,..,..
,,,Households,255.142487,705.919689,293.469619,811.961915,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Automotive diesel (litre),Industry,0.401554,0.838374,461.875321,964.313725,..,..
,,,Households,0.593264,1.147668,682.383539,1320.069466,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium unleaded 98 RON (litre),Industry,..,..,..,..,..,..
,,,Households,0.779793,1.373057,971.704357,1710.974448,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium unleaded 95 RON (litre),Industry,..,..,..,..,..,..
,,,Households,0.761658,1.264249,949.106581,1575.387794,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Regular unleaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Households,0.757772,1.240933,944.2642,1546.333511,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium leaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Households,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Regular leaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Households,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Liquefied petroleum gas (litre),,..,..,..,..,..,..
,,Natural gas (MWh),Households,17.983459,61.563488,232.386459,795.537802,..,..
,,Steam coal (tonne),Industry,64.766839,178.864128,94.001218,259.599606,..,..
,,,Households,149.816494,510.297927,222.941211,759.371916,..,..
,,,Electricity generation,0,87.120931,0,131.821654,..,..
,,Coking coal (tonne),Households,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Electricity (MWh),Industry,25.906736,99.870466,301.241113,1161.284492,..,..
,,,Households,57.901554,184.974093,673.273888,2150.86155,..,..
,,,Electricity generation,..,..,..,..,..,..
,Q1-2005,High sulphur fuel oil (tonne),Households,..,..,..,..,..,..
,,,Electricity generation,10.091743,153.991955,10.512232,160.408287,..,..
,,Low sulphur fuel oil (tonne),Industry,78.636959,296.570118,81.913499,308.927206,..,..
,,,Households,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Light fuel oil (1000 litres),Industry,139.108781,470.360813,160.005499,541.017728,..,..
,,,Households,252.568807,680.747051,290.509325,783.00788,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Automotive diesel (litre),Industry,0.406291,0.761398,467.323392,875.774589,..,..
,,,Households,0.593709,1.121887,682.89515,1290.415559,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium unleaded 98 RON (litre),Industry,..,..,..,..,..,..
,,,Households,0.782438,1.353866,975.000306,1687.060831,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium unleaded 95 RON (litre),Industry,..,..,..,..,..,..
,,,Households,0.760157,1.221494,947.236478,1522.111031,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Regular unleaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Households,0.756225,1.197903,942.336979,1492.714037,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium leaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Households,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Regular leaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Households,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Liquefied petroleum gas (litre),,..,..,..,..,..,..
,,Natural gas (MWh),Households,18.652843,65.03322,241.036398,840.374489,..,..
,,Steam coal (tonne),Industry,65.530799,188.102933,95.110014,273.008611,..,..
,,,Households,153.394495,527.182176,228.265618,784.497285,..,..
,,,Electricity generation,0,94.291514,0,142.671378,..,..
,,Coking coal (tonne),Households,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Electricity (MWh),Industry,26.12713,107.550459,303.803834,1250.586729,..,..
,,,Households,58.453473,185.190039,679.691548,2153.37255,..,..
,,,Electricity generation,..,..,..,..,..,..
,Q2-2005,High sulphur fuel oil (tonne),Households,..,..,..,..,..,..
